"CCW","세 점이 시계 방향인지 반시계 방향인지를 두 벡터의 외적 부호로 판정하는 기하 도구다(counter-clockwise). 좌표를 정수로 유지하면 외적도 정수 연산이 되어 부동소수 비교(==)의 위험을 피할 수 있다. 선분 교차 판정은 CCW를 두 번 조합해서, 볼록 껍질(모노톤 체인)은 CCW로 오목해지는 순간을 판정해서 만든다. (x-5)"
"CRDT","병합 연산이 교환·결합·멱등 법칙을 만족하도록 설계되어, 어떤 순서로 병합해도 결과가 같은 자료구조다. 리더 없이 여러 노드가 각자 쓰기를 받고 나중에 상태를 합치는 멀티 마스터 구조에서 병합 충돌을 조율(coordination) 없이 없앤다. G-Counter(증가 전용 카운터, 노드별 칸의 최댓값 병합)와 OR-Set(태그 기반 추가·삭제 집합)이 대표적이며, 태그 관리와 가비지 컬렉션은 별도 문제로 남는다. (xv-11)"
"CSR","모든 이웃 목록을 배열 하나에 이어 붙이고 각 정점의 시작 위치만 따로 드는 그래프 표현이다. adj[u] 가 item[start[u]:start[u+1]] 이 되어 배열 둘, 할당 둘, 포인터 없음으로 끝난다. 만드는 법은 계수 정렬 세 번이다 — 차수를 start[u+1] 에 세고, 누적합을 구하고, 간선을 다시 훑으며 제자리에 써 넣는다. 이득은 순차 접근에서 나온다 — 실측 순회 4.7배가 정점을 무작위 순서로 방문하면 1.3배로 준다. 간선이 계속 바뀌면 쓸 수 없는 정적 구조라, 인접 리스트로 받고 주기적으로 굳힌다. (xi-10)"
"Colleague","중재자 구조의 참여자다. 다른 참여자의 존재도 개수도 타입도 모르고 중재자 참조 하나만 갖는다. 무언가 필요하면 중재자에게 말하고 중재자가 누구에게 무엇을 시킬지 정한다. 참여자가 서로를 모른다는 성질 덕분에 참여자를 하나씩 떼어 단독으로 테스트할 수 있다. (xii-11)"
"Count-Min Sketch","""이 원소를 몇 번 봤는가""를 정확한 카운터 테이블 대신 작은 2차원 배열과 여러 해시 함수로 근사하는 자료구조다. 원소마다 k개의 해시로 정한 칸을 전부 증가시키고, 조회 시에는 그 칸들의 최솟값을 답으로 낸다 — 여러 원소가 칸을 공유해 값이 겹칠 수 있으므로 추정치는 실제 빈도보다 작을 수 없고 항상 같거나 더 크다(한 방향 오차). 핫 키 검출과 W-TinyLFU의 빈도 추정에 쓰인다. (xv-6)"
"D* Lite","LPA를 목표에서 시작 방향으로 거꾸로 돌린 증분 경로계획 알고리즘이다. D는 Dynamic A의 약자다. 거꾸로 풀기 때문에 로봇이 이동해도 탐색 트리가 무효화되지 않고, 시작점 이동으로 생기는 휴리스틱 차이는 키 보정값 k_m에 누적해 큐 전체를 다시 매기지 않는다. 실측에서 반복 재계획의 확장 수를 수백 배까지 줄이지만, 최초 계획 한 번만 놓고 비교하면 A보다 비싸다. (v-7)"
"DAG","사이클이 없는 방향 그래프다. 위상 순서가 존재하는 것과 DAG인 것은 같은 말이며, DAG에는 진입차수가 0인 정점이 반드시 하나 이상 있다. 빌드 의존 그래프, 스프레드시트의 셀 참조, 패키지 의존 관계, 작업 선후 관계가 전부 DAG여야 정상이고 사이클이 생기면 그 자체가 장애다. DAG 위에서는 최단·최장 경로가 힙 없이 위상 순서만으로 O(V+E)에 풀린다. (iv-6)"
"DP 최적화","점화식은 한 글자도 바꾸지 않고 상태 하나를 채우는 비용만 줄이는 일이다. DP의 시간은 언제나 상태 수 × 상태 하나를 채우는 비용이고, 상태가 부족하면 답이 틀리는 반면 이쪽 항이 크면 답은 맞는데 느리다. 점화식의 오른쪽에 구간에 대한 min·max·sum이 있고 그 구간이 i를 따라 조금씩만 움직이는데 매번 처음부터 다시 계산하는 것이 병목의 전형이다. 처방은 셋이다 — 접두사면 누적 변수 하나, 창이고 최대·최소면 단조 덱, 창이고 합이면 들어온 항을 더하고 나간 항을 뺀다. 역연산이 있는가가 자료구조를 정한다. (viii-10)"
"EDF","지금 마감이 가장 가까운 잡에 CPU 를 주는 동적 우선순위 정책이다. 우선순위가 매 순간 바뀌므로 스케줄러 힙의 키가 잡마다 갱신된다(RM 은 키가 주기라 힙이 정적이다). D = T 인 주기 태스크 집합에서 U ≤ 1 이 필요충분조건이라 CPU 를 100% 까지 쓴다. 이용률 0.971 인 두 태스크 집합에서 RM 은 기한을 놓치고 EDF 는 지키며, 갈린 곳은 한 시점의 선택 하나다. (xi-5)"
"EPS 비교","부동소수점 값의 오차를 감안해 == 대신 절대오차·상대오차 허용 범위 안에 있으면 같다고 판정하는 방법. 절대오차는 큰 값에서 기준이 무의미해지고, 상대오차는 0 근처에서 오차가 커 보이는 역효과가 있어 보통 둘을 함께 쓴다. 입력을 정수로 변환할 수 있으면 EPS 튜닝보다 그쪽이 항상 안전하다. (x-7)"
"GIL","CPython 이 한 번에 한 스레드만 바이트코드를 실행시키기 위해 두는 전역 락이다. CPU 바운드 작업은 스레드를 늘려도 빨라지지 않고, I/O 대기에 들어가면 풀리므로 I/O 바운드에서만 스레드가 값을 한다. 기본 빌드에는 지금도 켜져 있다 — CPython 3.13.12 에서 sys._is_gil_enabled() 가 True 이고, GIL 없는 free-threaded 빌드는 따로 만들어야 한다. 있다고 해서 동기화가 필요 없어지는 것도 아니다. 보장하는 것은 바이트코드 하나의 원자성뿐이고 x += 1 은 네 개라, 읽기와 쓰기 사이에 함수 호출 하나만 끼면 100회 중 80회 틀린다. (xi-2)"
"God Object","한 클래스가 지나치게 많은 책임과 상태를 들고 있어 그 클래스를 고치지 않고는 아무것도 못 고치게 된 구조다. 기원은 게으름이 아니라 국소 최적의 연속이다 — 새 기능이 참조할 상태가 이미 거기 있으니 거기 넣는 것이 매번 가장 짧은 길이었을 뿐이다. 책임 k 개가 같은 상태를 공유하면 간섭 가능한 쌍이 O(k²) 이므로 한 책임을 고칠 때 확인해야 할 조합이 그만큼 늘어난다. 특히 '임시로 쓰는 공용 버퍼'가 심장이고, 상한 없는 중재자도 같은 자리에 도착한다. (xii-15)"
"Half-Sync/Half-Async","시스템을 절대 막히지 않는 비동기 계층과 마음껏 막혀도 되는 동기 계층으로 가르고 그 사이에 큐 하나를 두는 아키텍처다. 비동기 코드는 빠르지만 짜기 어렵고 동기 코드는 반대인데, 이 패턴은 둘 중 하나를 고르는 대신 경계를 긋는다. 웹 서버의 수락 루프와 워커 풀, 제어 루프와 통신 스레드의 분리, 로깅 라이브러리의 비동기 appender 가 전부 이 구조다. Active Object 는 같은 구조를 객체 하나 크기로 줄인 것이다. (xii-13)"
"JPS","균일 비용 격자에서 A가 펼치는 노드 수를 줄이는 기법이다. 격자에서는 이동 순서만 다른 같은 길이의 경로가 \binom{2n}{n}개까지 존재하는데(대칭성), JPS는 각 대칭 집합에서 대표 하나만 열린 목록에 넣는다. 직진 구간은 선택지가 없으므로 훑고 지나가고, 벽 때문에 새 방향이 열리는 지점(점프 포인트)만 큐에 넣는다. 답은 A와 같다. 칸마다 비용이 다르면 전제가 깨져 답이 틀린다. (v-6)"
"KD 트리","축을 번갈아 가며 중앙값으로 공간을 반씩 가르는 이진 트리다. 셀 크기를 정하지 않고 점이 실제로 있는 곳만 자르므로 뭉친 데이터에서도 깊이가 log_2 n 이다. 가지치기 판정은 한 줄이다 — 질의점에서 분할 평면까지의 거리가 현재 최선보다 멀면 그 가지는 보지 않는다. 탐색은 질의점이 속한 쪽으로 먼저 내려가야 하고, 순서를 지키지 않아도 답은 맞지만 최선이 늦게 줄어들어 가지치기가 거의 먹히지 않는다. 차원이 오르면 이 가지치기 자체가 무너진다. (xi-9)"
"KMP","텍스트에서 패턴을 찾을 때 이미 비교한 부분에 대한 정보를 버리지 않는 문자열 매칭 알고리즘이다. 실패 함수(부분 일치 테이블)가 ""지금까지 일치한 접두사와 접미사가 얼마나 겹치는가""를 미리 계산해 두면, 매칭이 실패해도 텍스트 포인터는 절대 되돌아가지 않고 패턴 포인터만 실패 함수를 따라 점프한다. 시간 복잡도 O(n+m)의 근거가 정확히 이 되돌아가지 않음이다. (ix-7)"
"LCA","트리에서 두 노드의 가장 가까운 공통 조상이다. 질의가 많으면(온라인) 매번 뿌리부터 찾는 대신, up[k]v를 전처리해 두는 희소 배열로 임의의 점프를 이진수 분해해 O(log n)에 답한다. 전처리는 O(n log n), 질의는 O(log n)이다. (ix-5)"
"LCS","두 수열에 공통으로, 순서를 지켜 나타나는 가장 긴 부분수열이다. 수열이 둘이므로 ""어디까지 봤는가""도 둘이고 상태가 dp[i][j]가 된다. 글자가 같으면 대각선 하나만 읽고 1을 더한다 — dp[i-1][j-1]은 두 글자를 모두 소비하기 전의 상태이므로 그것이 ""이 짝을 채택한다""의 정확한 표현이고, 위나 왼쪽을 함께 보면 같은 글자를 두 번 쓴다. 다르면 max(위, 왼쪽)으로 한쪽 글자를 버린다. 표를 두 줄로 줄이면 복원이 죽는다. 원소가 거의 서로 다르면 LCS는 LIS로 번역되어 O(n log n)이 되고, diff의 Hunt–Szymanski가 그 사례다. (viii-6)"
"LFU","캐시가 가득 찼을 때 누적 사용 횟수(빈도)가 가장 적은 항목을 내보내는 교체 정책이다. 한 번 빈도 우위가 쌓인 항목은 스캔이 아무리 지나가도 최저 빈도 밑으로 안 떨어져 안 밀려난다. 대가는 과거의 인기가 계속 힘을 낸다는 것 — 시간이 지나면 빈도를 깎는 에이징 없이는 더 이상 안 쓰이는 항목도 캐시를 계속 차지할 수 있다. (xv-9)"
"LIS","순서를 지키되 연속일 필요는 없는 부분수열 중 값이 증가하는 가장 긴 것이다. 상태는 ""앞 i개까지의 답""이 아니라 ""a[i]에서 끝나는 답""이다 — 앞의 것으로 잡으면 끝값을 몰라 a[i]를 이어붙일 수 있는지 판단할 수 없다. 길이가 같으면 끝값이 작은 쪽이 언제나 낫다는 관찰에서 각 길이마다 최소 끝값 하나만 기억하면 되고, 그 배열이 오름차순을 유지하므로 안쪽 루프가 lower_bound로 바뀌어 O(n log n)이 된다. 그 배열은 LIS가 아니다. 길이만 맞고 내용은 틀리며, 실제 수열이 필요하면 각 원소가 들어간 자리를 따로 기록해야 한다. (viii-6)"
"LPA*","A를 증분화한 알고리즘이다. 정점마다 지난 탐색이 확정한 g와 이웃의 현재 g로 다시 계산한 \mathrm{rhs}를 함께 들고, 두 값이 어긋난 정점만 우선순위 큐에 넣는다. 간선 비용이 바뀌면 그 간선에 닿은 정점만 어긋나고, 값이 변하지 않는 지점에서 전파가 멈춘다. 시작점이 고정된 문제를 반복해서 풀 때 쓰며, 시작점이 움직이는 경우로 확장한 것이 D Lite다. (v-7)"
"LRU","캐시가 가득 찼을 때 가장 오래 안 쓴 항목을 내보내는 교체 정책이다. 연결 리스트와 해시로 O(1)에 구현되며 최근 쓴 것일수록 곧 다시 쓰인다는 시간적 지역성을 가정한다. 이 가정은 캐시보다 큰 순환 스캔이 섞이면 깨진다 — 스캔이 캐시를 한 바퀴 도는 동안 자주 쓰이는 핫 데이터까지 함께 밀려나 히트율이 0에 가깝게 무너질 수 있다. (xv-9)"
"LSM Tree","쓰기를 memtable(메모리의 정렬 자료구조)에만 반영하고, 다 차면 그 내용을 정렬해 디스크에 새 파일(SSTable)로 순차 append하는 자료구조다. 제자리 갱신을 아예 하지 않는 것이 핵심이라 쓰기가 항상 순차이고 싸지만, 조회는 memtable부터 최신 SSTable, 예전 SSTable 순으로 값을 찾을 때까지 여러 조각을 봐야 해 읽기 증폭이 생긴다. B-Tree와 정확히 반대 교환이다 — B-Tree는 쓰기가 무작위·비싸고 읽기가 예측 가능하며, LSM은 쓰기가 순차·싸고 읽기가 여러 조각을 문다. (xv-3)"
"N+1 문제","목록 N 건을 한 번에 가져온 뒤 각 항목의 연관 데이터를 지연 로딩으로 접근해 질의가 1 + N 번 나가는 현상이다. 코드에는 속성 접근만 보이고 질의는 보이지 않아 프로파일러나 질의 로그를 켜기 전까지 드러나지 않는다. 방어는 지연 로딩임을 이름으로 드러내는 것과, 루프 앞에서 필요한 것을 한 번에 가져오는 경로를 따로 두는 것이다. (xii-3)"
"PRM","자유 표본을 뽑아 이웃끼리 이어 로드맵 그래프를 먼저 만들고, 질의마다 시작·목표를 그 그래프에 붙여 최단경로를 푸는 다중 질의 샘플링 플래너다. 로드맵 구축이 질의와 무관하므로 환경이 고정되고 질의가 많은 상황에서 이기고, 환경이 바뀌면 영향받는 간선을 전부 다시 검사해야 한다. (v-13)"
"R 트리","점이 아니라 경계 상자를 저장하는 트리다. 가까운 상자들을 묶어 더 큰 상자를 만들고 그것을 다시 묶으며, 질의 상자와 겹치지 않는 상자는 그 아래를 통째로 건너뛴다. KD 트리와의 차이는 한 줄로 정리된다 — KD 트리는 공간을 겹치지 않게 나누고 R 트리는 객체를 겹칠 수 있게 묶는다. 부피를 가진 객체는 분할선 위에 걸치므로 겹치지 않게 나누기가 애초에 불가능하고, 공간 DB 의 지리 인덱스가 전부 이 계열인 이유가 그것이다. (xi-9)"
"RM","주기가 짧은 태스크에 높은 우선순위를 주고 실행 내내 바꾸지 않는 고정 우선순위 정책이다. U ≤ n(2^{1/n}-1) 이면 반드시 스케줄 가능하고, 이 한계는 태스크 수가 늘수록 낮아지다 ln 2 \approx 0.693 으로 수렴한다. 충분조건이지 필요조건이 아니라는 점이 중요하다 — 한계를 넘겨도 되는 집합이 있으므로 그때는 하나씩 따져야 한다. 이용률을 69% 아래로 유지하면 태스크가 몇 개든 안전하고, 나머지를 못 쓰는 것이 고정 우선순위가 주는 단순함의 값이다. (xi-5)"
"RRT","시작 자세에서 트리 하나를 키우는 단일 질의 샘플링 플래너다. 무작위 표본을 뽑고, 트리에서 가장 가까운 노드를 찾고, 그 노드에서 표본 쪽으로 정해진 길이만큼만 뻗어 충돌이 없으면 붙인다. 뻗는 길이를 제한하기 때문에 아직 노드가 없는 넓은 영역 쪽으로 빠르게 자라며, 처음 목표에 닿은 경로를 그대로 내놓으므로 최적이 아니다. 반경 안에서 부모를 다시 고르고 이웃을 다시 배선하는 RRT*는 점근적으로 최적이 되지만 표본을 훨씬 많이 요구한다. (v-13)"
"Reactor","여러 핸들을 한 곳에서 동시에 기다렸다가 준비된 것만 골라 미리 등록된 핸들러에게 넘기는 동시성 패턴이다. 참여자는 핸들·동기적 이벤트 다중화기·디스패처·구체 핸들러다. 스레드 수를 입력원 수에서 떼어 내는 것이 목적이며, epoll/kqueue 위의 모든 이벤트 서버가 이 모양이다. 핸들러 하나가 오래 걸리면 시스템 전체가 멈추므로 느린 작업은 큐 너머로 밀어야 한다. (xii-13)"
"SPFA","벨만-포드에서 거리가 갱신된 정점만 큐에 담아 그 정점에서 나가는 간선만 다시 완화하는 최적화다. 구조는 BFS와 같지만 한 정점이 큐에 여러 번 들어갈 수 있다. 무작위 그래프에서는 눈에 띄게 빠르지만 최악 복잡도는 여전히 O(VE)다 — 한 정점의 거리가 최대 V-1번 줄고 그때마다 큐에 들어가며 꺼낼 때마다 차수만큼 간선을 보기 때문이다. (v-2)"
"SPSC","생산자 하나와 소비자 하나만 큐에 붙는다는 제약이다. 이 제약 아래에서는 head를 생산자만 쓰고 tail을 소비자만 쓰므로 각 변수의 쓰는 쪽이 하나가 되고, 읽고-고치고-쓰기가 겹칠 수 없어 락이 필요 없다. 남는 문제는 순서뿐이라 release/acquire 짝으로 막는다. 생산자가 둘이 되는 순간 이 불변식이 깨지고 코드는 그냥 틀린 코드가 된다 — 가득 차지 않았는데도 값이 사라지고 유실 카운터는 0을 가리킨다. SPSC 는 성능 등급이 아니라 제약이다. (xi-1)"
"SSTable","LSM Tree에서 memtable이 다 찼을 때 키 순서로 정렬해 디스크에 한 번에 순차로 통째 쓴 파일이다. 한 번 쓰이면 다시 고치지 않는다는 뜻에서 불변(immutable)이며, 같은 키를 나중에 또 쓰면 새 SSTable에 새 값이 들어갈 뿐 옛 SSTable의 값을 지우러 가지 않는다. 조각이 계속 쌓이면 디스크 공간이 낭비되고 조회가 느려지므로 컴팩션으로 정리한다. (xv-3)"
"Sense-Plan-Act","시스템을 감지·계획·구동 세 층으로 쌓고 데이터가 한 방향으로만 흐르게 하는 계층형 아키텍처다. 가운데 계획 층이 입력만 받아 출력만 내는 순수 함수가 되므로 장비 없이 표로 검증된다. 대가는 지연이다 — 각 계층이 자기 주기로 돌면 새 관측이 구동에 닿기까지 계층 수 L 만큼의 주기가 걸린다. 이 한계 때문에 Brooks 가 1986년에 subsumption architecture 를 제시했고, 실무의 답은 계층을 없애는 것이 아니라 긴급 반응만 계층을 건너뛰는 반사 경로를 따로 두는 것이다. (xii-14)"
"State 패턴","상태마다 객체를 하나씩 두고 그 상태에서의 전이와 진입·퇴장 동작을 객체 자신이 들고 있게 하는 구조다. 문맥 객체는 현재 상태 객체에 요청을 위임한다. Strategy와 클래스 구조가 같지만 의도가 다르다 — 전략은 바깥에서 골라 주입되고 스스로 바뀌지 않는 반면, 상태는 자신이 다음 상태를 정하므로 상태 객체들이 서로의 이름을 안다. (xii-8)"
"시간 초과(TLE)","채점기가 정한 제한 시간 안에 프로그램이 끝나지 않아 실패로 처리되는 것이다. 원인은 세 갈래다. 복잡도 자체가 틀렸거나, 복잡도는 맞는데 언어 상수가 커서 못 들어오거나, 알고리즘이 아니라 입출력이 병목이거나. 이 셋은 대응이 전혀 다르므로 먼저 어느 쪽인지를 가려야 한다. 입력을 절반으로 줄여 시간이 절반이 되는지 네 배가 되는지 재보면 첫째와 나머지가 갈린다. (0-10)"
"Theta*","격자 방향 제약을 없앤 A 변형이다. 이웃의 부모를 지금 펼치는 칸으로 두는 대신, 그 칸의 부모에서 이웃이 직접 보이면(시야 검사 통과) 부모를 조부모로 건너뛴다. 경로가 격자 방향이 아니라 임의 각도의 직선 구간들로 만들어진다. 대가는 확장마다의 시야 검사이고, 얻는 것은 경로 길이보다 꼭짓점 수의 감소다 — 꼭짓점 하나가 곧 감속·회전 한 번이다. Basic Theta는 연속 공간의 진짜 최단을 보장하지 않는다. (v-6)"
"Timed Elastic Band","전역 경로를 고무줄로 보고 그 위의 점들과 점 사이의 시간 간격까지 변수로 두어, 장애물 반발·경로 길이·시간 최소화·운동학 제약을 오차 항으로 놓고 함께 최적화하는 지역 계획 기법이다. 명령 하나를 고르는 DWA와 달리 궤적 전체와 그 타이밍을 결정하므로 후진과 좁은 회전이 자연스럽게 나오고, 대신 수렴 시간이 입력에 따라 흔들린다. (v-12)"
"Timsort","Python의 list.sort()와 sorted()가 쓰는 안정 정렬이다. 병합 정렬과 삽입 정렬을 합친 적응적 알고리즘으로, 입력에서 이미 정렬된 구간(런)을 찾아 병합 단위로 재사용한다. 최악 O(n log n), 최선 O(n)이며 실측에서 이미 정렬된 200만 개를 무작위 입력의 1/50 시간에 정렬한다. 핵심 장치는 런 탐지, 병합 불변식, 갤러핑 셋이다. (0-4)"
"ULP","표현 가능한 두 부동소수 사이의 최소 간격이다. double은 유효숫자를 53비트만 들고 있으므로 이 간격이 값의 크기에 비례해 벌어진다 — 1 근처에서 2.220 × 10^{-16}, 10^{15} 근처에서 0.125, 10^{18} 근처에서 128이다. 그래서 실수 이분 탐색에서 while (hi - lo > EPS)는 입력에 따라 끝나지 않는다. lo와 hi가 이웃한 두 double이 되는 순간 mid가 둘 중 하나와 같아져 폭이 굳는데, 그 폭이 EPS보다 크면 루프가 영원히 돈다. 정수판에서 +1을 빼면 폭이 1에서 굳는 것과 같은 사건이고 굳는 높이만 다르다. (vii-4)"
"UTF-8","코드포인트를 1~4바이트로 옮기는 가변 길이 인코딩이다. ASCII는 1바이트로 그대로 남고 한글과 한자는 3바이트, 이모지는 4바이트다. 선두 바이트의 상위 비트가 전체 길이를 알려 주고 두 번째 이후 바이트는 전부 10xxxxxx 패턴이라, 바이트 하나만 보고 글자 경계인지 판정할 수 있다. 이 자기 동기화 성질이 안전한 자르기와 손상 복구의 근거다. (ii-2)"
"W-TinyLFU","LFU의 빈도 정보를 Count-Min Sketch로 작은 공간에 압축하고, 새 항목이 캐시에 들어오려 할 때 축출 후보보다 추정 빈도가 높은지를 입구에서 거르는 캐시 교체 정책이다. 순환 스캔으로 밀려드는, 다시 안 쓰일 항목은 이 문턱을 못 넘어 애초에 캐시에 들어가지 못한다. Caffeine·최신 RocksDB 블록 캐시가 기본값으로 채택했다. (xv-9)"
"Weighted A*","A*의 우선순위를 f = g + \varepsilon h로 두고 \varepsilon > 1을 쓰는 변형이다. 휴리스틱을 부풀려 탐색을 목표 쪽으로 더 세게 쏠리게 하고, 그 대가로 최적성을 포기한다. h가 허용적이면 결과 경로의 비용이 최적의 \varepsilon배를 넘지 않음이 증명된다 — 손해의 크기가 미리 알려져 있다는 점이 이 교환을 실무에서 받아들이게 만든다. 확장 수와 경로 비용은 \varepsilon에 대해 단조롭지 않고, 단조로운 것은 경계뿐이다. (v-6)"
"허용 가능 휴리스틱","어떤 정점에서 목표까지의 실제 최소 비용을 절대 과대평가하지 않는 휴리스틱 함수다. 즉 모든 정점 n에 대해 h(n) ≤ h(n)이다. A\가 최적해를 보장하려면 이 조건이 필요하다. 격자에서 상하좌우만 이동할 수 있으면 맨해튼 거리가 허용 가능하지만, 대각선 이동이 허용되면 같은 함수가 과대평가가 되어 최적성이 깨진다. 더 강한 조건인 consistent(단조)를 만족하면 닫힌 목록에 한 번 들어간 정점을 다시 열 필요가 없어진다. (v-5)"
"anytime 알고리즘","언제 중단되어도 그 시점까지의 최선 답을 내놓을 수 있고, 시간이 더 주어지면 답이 개선되는 알고리즘이다. 경로계획에서는 큰 \varepsilon으로 답을 빨리 확보한 뒤 남은 시간 동안 \varepsilon을 줄여 가며 다시 푸는 형태로 나타난다. 제어 주기가 고정되어 있고 계획 시간이 들쭉날쭉한 시스템에서, 최적해를 기다리다 답을 못 내는 것보다 낫다는 판단이 이 방식을 정당화한다. (v-6)"
"일관 휴리스틱","모든 간선 (u,v)에 대해 h(u) ≤ w(u,v) + h(v) 이고 목표에서 h = 0인 휴리스틱. 삼각부등식이며 monotone이라고도 한다. 일관하면 간선을 따라 f = g + h가 줄지 않으므로 정점을 꺼내는 순간 g가 이미 최적이고, 닫힌 정점을 다시 열 필요가 없다. 일관하면 허용적이지만 그 역은 성립하지 않는다 — 허용적이지만 일관되지 않은 휴리스틱은 답은 맞히면서 닫힌 노드를 재확장한다. 간선 비용을 w + h(v) - h(u)로 재조정했을 때 그것이 음수가 아니라는 조건과 같으며, 그래서 일관된 A\*는 재조정된 비용 위의 다익스트라다. (v-5)"
"erase-remove 관용구","v.erase(remove(v.begin(), v.end(), x), v.end()) 형태로 원소를 실제로 지우는 관용구다. remove와 unique는 이터레이터 두 개만 받으므로 컨테이너에 접근할 수 없고, 따라서 크기를 바꾸지 못한다. 원소를 앞으로 밀어 모으고 새 끝 위치를 돌려주는 것이 전부여서 뒤쪽에는 옛 값이 남는다. 알고리즘과 컨테이너를 반복자로 분리한 설계의 직접적인 결과다. (0-7)"
